order_id,category,sub_category,region,season,sale_price,cost_price,units_sold,inventory_days,discount_pct,revenue,cogs,profit,profit_margin_pct,inventory_status,profit_status
405,Electronics,Cameras,North,Autumn,814.54,539.53,182,78.0,0.26,109702.25,98194.46,11507.79,10.49,Slow Moving,Profit
406,Clothing,Womens Wear,North,Winter,915.29,509.73,104,11.0,0.04,91382.55,53011.92,38370.63,41.99,Fast Moving,Profit
407,Furniture,Lamps,East,Summer,43.73,33.15,162,84.0,0.1,6375.83,5370.3,1005.53,15.77,Slow Moving,Profit
408,Electronics,Laptops,East,Summer,454.29,321.07,12,34.0,0.0,5451.48,3852.84,1598.64,29.32,Fast Moving,Profit
409,Furniture,Shelving,North,Winter,1101.28,882.9,51,103.0,0.14,48302.14,45027.9,3274.24,6.78,Slow Moving,Profit
410,Electronics,Accessories,West,Autumn,1423.17,1174.05,156,73.0,0.14,190932.49,183151.8,7780.69,4.08,Slow Moving,Profit
411,Furniture,Lamps,South,Winter,1916.0,1584.7,133,132.0,0.19,206410.68,210765.1,-4354.42,-2.11,Slow Moving,Loss
412,Furniture,Office Chairs,North,Autumn,1454.0,1014.74,185,98.0,0.19,217881.9,187726.9,30155.0,13.84,Slow Moving,Profit
413,Furniture,Tables,East,Spring,559.71,471.65,104,112.0,0.28,41911.08,49051.6,-7140.52,-17.04,Slow Moving,Loss
414,Clothing,Womens Wear,West,Summer,945.28,761.95,174,40.0,0.15,161189.15,132579.3,28609.85,17.75,Fast Moving,Profit
415,Sports,Gym Equipment,South,Spring,999.65,541.91,54,11.0,0.23,41565.45,29263.14,12302.31,29.6,Fast Moving,Profit
416,Food & Beverage,Beverages,North,Summer,556.66,430.18,78,1.0,0.16,36472.36,33554.04,2918.32,8.0,Fast Moving,Profit
417,Food & Beverage,Snacks,East,Summer,1126.14,895.94,8,23.0,0.07,8378.48,7167.52,1210.96,14.45,Fast Moving,Profit
418,Clothing,Womens Wear,North,Winter,1276.71,828.96,184,37.0,0.21,185582.57,152528.64,33053.93,17.81,Fast Moving,Profit
419,Furniture,Lamps,East,Spring,879.62,604.67,55,73.0,0.21,38219.49,33256.85,4962.64,12.98,Slow Moving,Profit
420,Furniture,Shelving,North,Winter,1954.84,1471.85,141,116.0,0.26,203968.01,207530.85,-3562.84,-1.75,Slow Moving,Loss
421,Electronics,Accessories,East,Summer,1284.82,920.75,187,66.0,0.25,180196.01,172180.25,8015.76,4.45,Slow Moving,Profit
422,Electronics,Accessories,North,Winter,1853.13,1003.42,171,81.0,0.01,313716.38,171584.82,142131.56,45.31,Slow Moving,Profit
423,Furniture,Tables,West,Winter,1697.6,1258.85,91,73.0,0.12,135943.81,114555.35,21388.46,15.73,Slow Moving,Profit
424,Furniture,Lamps,North,Spring,245.82,139.02,155,73.0,0.29,27052.49,21548.1,5504.39,20.35,Slow Moving,Profit
425,Electronics,Laptops,West,Spring,1524.41,912.65,148,64.0,0.29,160185.0,135072.2,25112.8,15.68,Slow Moving,Profit
426,Food & Beverage,Beverages,North,Summer,1984.96,1199.97,181,18.0,0.11,319757.21,217194.57,102562.64,32.08,Fast Moving,Profit
427,Electronics,Accessories,North,Summer,1805.45,1446.06,148,60.0,0.07,248502.14,214016.88,34485.26,13.88,Fast Moving,Profit
428,Furniture,Office Chairs,North,Summer,1913.08,974.28,169,70.0,0.29,229550.47,164653.32,64897.15,28.27,Slow Moving,Profit
429,Clothing,Mens Wear,West,Autumn,1131.02,702.36,76,13.0,0.11,76502.19,53379.36,23122.83,30.23,Fast Moving,Profit
430,Food & Beverage,Dairy,East,Autumn,1693.24,1033.51,132,34.0,0.25,167630.76,136423.32,31207.44,18.62,Fast Moving,Profit
431,Sports,Supplements,East,Summer,417.31,286.46,41,59.0,0.15,16938.61,11744.86,5193.75,30.66,Fast Moving,Profit
432,Food & Beverage,Beverages,North,Autumn,147.33,121.74,165,1.0,0.14,20906.13,20087.1,819.03,3.92,Fast Moving,Profit
433,Food & Beverage,Dairy,West,Autumn,1673.29,975.32,24,36.0,0.15,34135.12,23407.68,10727.44,31.43,Fast Moving,Profit
434,Sports,Gym Equipment,East,Spring,572.12,354.77,69,35.0,0.12,34739.13,24479.13,10260.0,29.53,Fast Moving,Profit
435,Furniture,Office Chairs,North,Spring,838.97,552.88,101,72.0,0.06,79651.81,55840.88,23810.93,29.893771403311487,Slow Moving,Profit
436,Sports,Supplements,East,Winter,12.93,9.59,76,57.0,0.07,913.89,728.84,185.05,20.25,Fast Moving,Profit
437,Electronics,Accessories,East,Spring,1698.37,1051.38,50,42.0,0.04,81521.76,52569.0,28952.76,35.52,Fast Moving,Profit
438,Food & Beverage,Packaged Foods,East,Autumn,1615.32,1363.24,22,1.0,0.12,31272.6,29991.28,1281.32,4.1,Fast Moving,Profit
439,Clothing,Footwear,North,Winter,166.13,110.94,32,39.0,0.18,4359.25,3550.08,809.17,18.56,Fast Moving,Profit
440,Furniture,Shelving,West,Summer,968.92,576.2,48,78.0,0.09,42322.43,27657.6,14664.83,34.65,Slow Moving,Profit
441,Clothing,Mens Wear,South,Spring,1032.57,674.84,36,29.0,0.05,35313.89,24294.24,11019.65,31.2,Fast Moving,Profit
442,Food & Beverage,Dairy,West,Autumn,928.82,760.14,151,23.0,0.04,134641.75,114781.14,19860.61,14.75,Fast Moving,Profit
443,Sports,Gym Equipment,South,Autumn,113.27,57.41,70,53.0,0.22,6184.54,4018.7,2165.84,35.02,Fast Moving,Profit
444,Food & Beverage,Dairy,North,Autumn,1103.13,634.07,15,30.0,0.15,14064.91,9511.05,4553.86,32.377455668041954,Fast Moving,Profit
445,Electronics,Accessories,South,Spring,60.13,47.24,78,29.0,0.21,3705.21,3684.72,20.49,0.55,Fast Moving,Profit
446,Sports,Apparel,South,Spring,1073.24,715.09,193,37.0,0.09,188493.14,138012.37,50480.77,26.78,Fast Moving,Profit
447,Food & Beverage,Packaged Foods,South,Winter,366.72,282.37,147,44.0,0.26,39891.8,41508.39,-1616.59,-4.05,Fast Moving,Loss
448,Sports,Supplements,East,Winter,1253.81,722.97,22,39.0,0.2,22067.06,15905.34,6161.72,27.92,Fast Moving,Profit
449,Clothing,Mens Wear,West,Autumn,632.6,521.34,114,31.0,0.09,65625.92,59432.76,6193.16,9.44,Fast Moving,Profit
450,Furniture,Shelving,North,Autumn,829.19,683.25,5,77.0,0.22,3233.84,3416.25,-182.41,-5.64,Slow Moving,Loss
451,Food & Beverage,Beverages,North,Summer,501.79,297.23,50,51.0,0.1,22580.55,14861.5,7719.05,34.18,Fast Moving,Profit
452,Electronics,Mobile Phones,South,Autumn,769.07,648.19,84,46.0,0.2,51681.5,54447.96,-2766.46,-5.35,Fast Moving,Loss
453,Food & Beverage,Dairy,East,Summer,1564.18,1195.2,148,1.0,0.13,201403.82,176889.6,24514.22,12.17,Fast Moving,Profit
454,Clothing,Footwear,South,Summer,1042.21,543.77,6,10.0,0.16,5252.74,3262.62,1990.12,37.89,Fast Moving,Profit
455,Furniture,Office Chairs,North,Summer,1412.06,874.19,177,60.0,0.06,234938.54,154731.63,80206.91,34.14,Fast Moving,Profit
456,Electronics,Cameras,West,Summer,582.05,414.83,22,46.0,0.04,12292.9,9126.26,3166.64,25.76,Fast Moving,Profit
457,Clothing,Kids Wear,East,Spring,1851.79,883.92,41,33.0,0.19,61497.95,36240.72,25257.23,41.07,Fast Moving,Profit
458,Food & Beverage,Dairy,South,Summer,1286.85,941.35,134,1.0,0.08,158642.87,126140.9,32501.97,20.49,Fast Moving,Profit
459,Furniture,Tables,North,Spring,1347.39,920.84,187,103.0,0.26,186451.83,172197.08,14254.75,7.65,Slow Moving,Profit
460,Electronics,Laptops,East,Summer,903.68,627.97,59,29.0,0.22,41587.35,37050.23,4537.12,10.91,Fast Moving,Profit
461,Food & Beverage,Packaged Foods,North,Autumn,1546.88,1082.94,158,44.0,0.0,244407.04,171104.52,73302.52,29.99,Fast Moving,Profit
462,Electronics,Accessories,East,Spring,1088.56,899.0,138,93.0,0.12,132194.73,124062.0,8132.73,6.15,Slow Moving,Profit
463,Food & Beverage,Snacks,South,Summer,1481.42,793.84,166,1.0,0.22,191814.26,131777.44,60036.82,31.3,Fast Moving,Profit
464,Food & Beverage,Dairy,East,Winter,874.46,646.56,154,12.0,0.3,94266.79,99570.24,-5303.45,-5.63,Fast Moving,Loss
465,Sports,Gym Equipment,East,Spring,1344.64,982.05,168,66.0,0.02,221381.53,164984.4,56397.13,25.48,Slow Moving,Profit
466,Sports,Supplements,East,Winter,504.27,270.17,69,55.0,0.02,34098.74,18641.73,15457.01,45.33,Fast Moving,Profit
467,Electronics,Mobile Phones,West,Autumn,923.29,686.09,58,91.0,0.11,47660.23,39793.22,7867.01,16.51,Slow Moving,Profit
468,Furniture,Tables,South,Summer,772.74,500.27,63,122.0,0.16,40893.4,31517.01,9376.39,22.93,Slow Moving,Profit
469,Food & Beverage,Beverages,East,Summer,1032.09,569.04,91,1.0,0.11,83588.97,51782.64,31806.33,38.05,Fast Moving,Profit
470,Furniture,Office Chairs,North,Summer,1601.44,934.35,188,90.0,0.11,267952.94,175657.8,92295.14,34.44,Slow Moving,Profit
471,Clothing,Mens Wear,North,Summer,1576.9,996.19,189,36.0,0.25,223525.58,188279.91,35245.67,15.77,Fast Moving,Profit
472,Clothing,Footwear,West,Summer,1302.15,1073.64,92,47.0,0.13,104224.09,98774.88,5449.21,5.23,Fast Moving,Profit
473,Furniture,Shelving,South,Spring,410.19,281.43,135,89.0,0.28,39870.47,37993.05,1877.42,4.708798265984825,Slow Moving,Profit
474,Food & Beverage,Dairy,North,Autumn,1428.79,649.52,121,44.0,0.08,159052.9,78591.92,80460.98,50.59,Fast Moving,Profit
475,Clothing,Womens Wear,North,Winter,1037.68,793.42,92,45.0,0.24,72554.59,72994.64,-440.05,-0.61,Fast Moving,Loss
476,Sports,Supplements,East,Autumn,1613.63,731.27,140,51.0,0.07,210094.63,102377.8,107716.83,51.27,Fast Moving,Profit
477,Furniture,Tables,East,Spring,720.2,426.01,52,92.0,0.06,35203.38,22152.52,13050.86,37.07,Slow Moving,Profit
478,Clothing,Mens Wear,West,Summer,715.31,466.56,39,32.0,0.07,25944.29,18195.84,7748.45,29.87,Fast Moving,Profit
479,Sports,Gym Equipment,North,Spring,791.53,531.39,35,51.0,0.24,21054.7,18598.65,2456.05,11.67,Fast Moving,Profit
480,Sports,Gym Equipment,West,Autumn,929.07,572.13,127,44.0,0.18,96753.35,72660.51,24092.84,24.9,Fast Moving,Profit
481,Food & Beverage,Dairy,North,Autumn,366.71,266.81,112,17.0,0.05,39017.94,29882.72,9135.22,23.41,Fast Moving,Profit
482,Electronics,Laptops,South,Spring,834.26,619.83,122,94.0,0.11,90583.95,75619.26,14964.69,16.52,Slow Moving,Profit
483,Sports,Apparel,West,Summer,1043.26,723.08,167,44.0,0.07,162028.71,120754.36,41274.35,25.47,Fast Moving,Profit
484,Food & Beverage,Dairy,South,Winter,1148.11,969.58,137,3.0,0.12,138416.14,132832.46,5583.68,4.03,Fast Moving,Profit
485,Electronics,Laptops,East,Autumn,1395.9,1020.21,193,47.0,0.16,226303.31,196900.53,29402.78,12.99,Fast Moving,Profit
486,Electronics,Laptops,South,Spring,1069.68,530.73,177,38.0,0.15,160933.36,93939.21,66994.15,41.63,Fast Moving,Profit
487,Clothing,Kids Wear,West,Winter,1387.23,738.7,69,44.0,0.23,73703.53,50970.3,22733.23,30.84,Fast Moving,Profit
488,Clothing,Kids Wear,North,Spring,46.07,35.34,25,52.0,0.2,921.4,883.5,37.9,4.11,Fast Moving,Profit
489,Electronics,Cameras,East,Spring,1260.57,914.48,124,66.0,0.21,123485.44,113395.52,10089.92,8.17,Slow Moving,Profit
490,Electronics,Laptops,North,Spring,1749.6,929.69,108,71.0,0.15,170061.12,100406.52,69654.6,40.96,Slow Moving,Profit
491,Furniture,Office Chairs,East,Summer,1026.02,798.49,169,88.0,0.02,169929.43,134944.81,34984.62,20.59,Slow Moving,Profit
492,Clothing,Footwear,South,Autumn,568.96,303.36,136,50.0,0.26,57260.13,41256.96,16003.17,27.95,Fast Moving,Profit
493,Furniture,Lamps,East,Spring,1488.73,1174.86,116,44.0,0.11,153696.49,136283.76,17412.73,11.33,Fast Moving,Profit
494,Food & Beverage,Snacks,South,Autumn,470.78,389.34,67,19.0,0.07,29334.3,26085.78,3248.52,11.07,Fast Moving,Profit
495,Food & Beverage,Beverages,West,Winter,146.74,87.73,60,32.0,0.21,6955.48,5263.8,1691.68,24.32,Fast Moving,Profit
496,Furniture,Shelving,South,Summer,1686.23,1010.55,159,115.0,0.24,203764.03,160677.45,43086.58,21.15,Slow Moving,Profit
497,Food & Beverage,Dairy,West,Spring,1166.22,723.56,58,29.0,0.24,51406.98,41966.48,9440.5,18.36,Fast Moving,Profit
498,Sports,Supplements,North,Autumn,1345.6,939.48,29,60.0,0.12,34339.71,27244.92,7094.79,20.66,Fast Moving,Profit
499,Furniture,Office Chairs,East,Winter,787.6,404.41,144,100.0,0.2,90731.52,58235.04,32496.48,35.82,Slow Moving,Profit
500,Electronics,Accessories,South,Spring,1087.88,819.51,76,88.0,0.14,71103.84,62282.76,8821.08,12.41,Slow Moving,Profit
501,Food & Beverage,Snacks,East,Summer,778.56,533.63,57,44.0,0.13,38608.79,30416.91,8191.88,21.22,Fast Moving,Profit
502,Furniture,Lamps,South,Winter,1494.05,1005.75,2,76.0,0.04,2868.58,2011.5,857.08,29.88,Slow Moving,Profit
503,Sports,Apparel,South,Autumn,1322.43,1016.28,128,77.0,0.19,137109.54,130083.84,7025.7,5.12,Slow Moving,Profit
504,Electronics,Cameras,South,Spring,655.78,365.8,156,108.0,0.14,87979.44,57064.8,30914.64,35.14,Slow Moving,Profit
505,Food & Beverage,Beverages,North,Autumn,1194.65,664.05,181,26.0,0.23,166498.37,120193.05,46305.32,27.81,Fast Moving,Profit
506,Clothing,Womens Wear,West,Winter,1549.59,1160.85,161,42.0,0.13,217051.07,186896.85,30154.22,13.892684334613048,Fast Moving,Profit
507,Electronics,Laptops,North,Autumn,535.37,329.84,96,66.0,0.01,50881.56,31664.64,19216.92,37.77,Slow Moving,Profit
508,Sports,Outdoor Gear,West,Summer,863.68,458.12,157,13.0,0.13,117970.05,71924.84,46045.21,39.03,Fast Moving,Profit
509,Food & Beverage,Snacks,South,Summer,1691.29,929.54,182,63.0,0.09,280111.45,169176.28,110935.17,39.6,Slow Moving,Profit
510,Food & Beverage,Snacks,North,Autumn,54.63,32.46,182,1.0,0.15,8252.41,5907.72,2344.69,28.41,Fast Moving,Profit
511,Food & Beverage,Packaged Foods,North,Autumn,41.33,18.88,152,41.0,0.01,6219.34,2869.76,3349.58,53.86,Fast Moving,Profit
512,Food & Beverage,Dairy,West,Autumn,20.64,17.04,197,27.0,0.26,3008.9,3356.88,-347.98,-11.57,Fast Moving,Loss
513,Furniture,Tables,East,Spring,147.96,104.36,19,125.0,0.12,2473.89,1982.84,491.05,19.85,Slow Moving,Profit
514,Sports,Supplements,West,Autumn,1738.14,1045.75,183,35.0,0.19,257644.49,191372.25,66272.24,25.722358743243458,Fast Moving,Profit
515,Clothing,Mens Wear,East,Spring,1962.42,1392.93,113,44.0,0.15,188490.44,157401.09,31089.35,16.49,Fast Moving,Profit
516,Furniture,Shelving,North,Summer,731.24,581.67,120,88.0,0.28,63179.14,69800.4,-6621.26,-10.48,Slow Moving,Loss
517,Furniture,Lamps,North,Autumn,1384.86,1009.36,182,75.0,0.19,204156.06,183703.52,20452.54,10.02,Slow Moving,Profit
518,Electronics,Accessories,North,Autumn,416.29,194.38,175,50.0,0.14,62651.65,34016.5,28635.15,45.71,Fast Moving,Profit
519,Food & Beverage,Beverages,South,Summer,48.1,36.63,119,11.0,0.14,4922.55,4358.97,563.58,11.45,Fast Moving,Profit
520,Sports,Supplements,South,Summer,1076.51,694.78,94,19.0,0.26,74882.04,65309.32,9572.72,12.78,Fast Moving,Profit
521,Electronics,Mobile Phones,North,Spring,561.25,459.4,26,51.0,0.18,11965.85,11944.4,21.45,0.18,Fast Moving,Profit
522,Sports,Supplements,West,Spring,852.44,412.43,128,49.0,0.18,89472.1,52791.04,36681.06,41.0,Fast Moving,Profit
523,Food & Beverage,Packaged Foods,South,Summer,1197.59,779.19,187,11.0,0.22,174680.48,145708.53,28971.95,16.59,Fast Moving,Profit
524,Furniture,Office Chairs,East,Autumn,69.75,56.42,119,94.0,0.15,6723.2,6713.98,9.22,0.14,Slow Moving,Profit
525,Food & Beverage,Dairy,East,Spring,134.16,78.36,53,10.0,0.02,6968.27,4153.08,2815.19,40.4,Fast Moving,Profit
526,Furniture,Lamps,South,Summer,955.15,450.92,138,75.0,0.02,129174.49,62226.96,66947.53,51.83,Slow Moving,Profit
527,Food & Beverage,Dairy,North,Winter,1946.42,1467.05,40,44.0,0.19,63064.01,58682.0,4382.01,6.95,Fast Moving,Profit
528,Furniture,Tables,East,Winter,717.09,516.02,36,80.0,0.06,24266.33,18576.72,5689.61,23.45,Slow Moving,Profit
529,Electronics,Accessories,East,Summer,691.86,550.63,127,50.0,0.15,65899.66,69930.01,-4030.35,-6.12,Fast Moving,Loss
530,Furniture,Shelving,West,Summer,1609.57,812.61,10,84.0,0.15,13681.34,8126.1,5555.24,40.6045021905749,Slow Moving,Profit
531,Food & Beverage,Beverages,West,Autumn,16.25,8.45,87,13.0,0.09,1286.51,735.15,551.36,42.86,Fast Moving,Profit
532,Furniture,Tables,North,Winter,733.98,386.29,89,73.0,0.17,54219.1,34379.81,19839.29,36.59,Slow Moving,Profit
533,Sports,Apparel,West,Winter,1331.76,705.43,63,44.0,0.23,64603.68,44442.09,20161.59,31.21,Fast Moving,Profit
534,Clothing,Footwear,West,Summer,398.38,257.26,191,9.0,0.17,63155.18,49136.66,14018.52,22.2,Fast Moving,Profit
535,Clothing,Womens Wear,East,Winter,729.19,578.92,18,37.0,0.12,11550.37,10420.56,1129.81,9.78,Fast Moving,Profit
536,Clothing,Footwear,North,Spring,1903.38,990.13,77,44.0,0.17,121645.02,76240.01,45405.01,37.33,Fast Moving,Profit
537,Food & Beverage,Beverages,East,Summer,467.36,313.63,25,1.0,0.04,11216.64,7840.75,3375.89,30.1,Fast Moving,Profit
538,Electronics,Cameras,West,Autumn,373.85,291.71,150,44.0,0.18,45983.55,43756.5,2227.05,4.84,Fast Moving,Profit
539,Clothing,Womens Wear,West,Autumn,1146.81,581.66,32,19.0,0.03,35596.98,18613.12,16983.86,47.71,Fast Moving,Profit
540,Sports,Gym Equipment,East,Autumn,1150.71,673.23,52,68.0,0.2,47869.54,35007.96,12861.58,26.87,Slow Moving,Profit
541,Furniture,Office Chairs,East,Summer,1044.95,688.39,127,95.0,0.19,107494.01,87425.53,20068.48,18.67,Slow Moving,Profit
542,Food & Beverage,Snacks,North,Summer,538.09,361.45,17,22.0,0.09,8324.25,6144.65,2179.6,26.18,Fast Moving,Profit
543,Clothing,Footwear,South,Autumn,89.72,50.83,8,44.0,0.18,588.56,406.64,181.92,30.91,Fast Moving,Profit
544,Sports,Outdoor Gear,East,Spring,1411.13,1162.87,94,64.0,0.14,114075.75,109309.78,4765.97,4.18,Slow Moving,Profit
545,Furniture,Shelving,North,Summer,416.85,244.34,168,104.0,0.14,60226.49,41049.12,19177.37,31.84,Slow Moving,Profit
546,Furniture,Lamps,East,Spring,109.98,51.03,161,67.0,0.26,13103.02,8215.83,4887.19,37.3,Slow Moving,Profit
547,Furniture,Office Chairs,South,Autumn,329.75,151.68,98,77.0,0.14,27791.33,14864.64,12926.69,46.51,Slow Moving,Profit
548,Food & Beverage,Snacks,South,Spring,1220.56,686.47,190,1.0,0.21,183206.06,130429.3,52776.76,28.81,Fast Moving,Profit
549,Furniture,Shelving,West,Summer,790.27,592.95,171,66.0,0.17,112163.02,101394.45,10768.57,9.6,Slow Moving,Profit
550,Clothing,Footwear,East,Winter,780.77,372.01,165,42.0,0.22,100485.1,61381.65,39103.45,38.91,Fast Moving,Profit
551,Sports,Apparel,South,Winter,1552.74,844.33,139,25.0,0.09,196406.08,117361.87,79044.21,40.25,Fast Moving,Profit
552,Clothing,Footwear,East,Autumn,538.34,373.92,147,5.0,0.06,74387.82,54966.24,19421.58,26.11,Fast Moving,Profit
553,Electronics,Mobile Phones,South,Autumn,1203.26,785.17,177,77.0,0.3,149083.91,138975.09,10108.82,6.78,Slow Moving,Profit
554,Electronics,Cameras,South,Winter,633.19,500.1,170,89.0,0.1,96878.07,85017.0,11861.07,12.24,Slow Moving,Profit
555,Clothing,Footwear,North,Autumn,1969.84,1626.3,114,8.0,0.29,159438.85,185398.2,-25959.35,-16.28,Fast Moving,Loss
556,Electronics,Mobile Phones,East,Summer,20.0,9.48,73,65.0,0.23,1124.2,692.04,432.16,38.44,Slow Moving,Profit
557,Clothing,Footwear,South,Autumn,1809.68,1406.05,186,52.0,0.07,313038.45,261525.3,51513.15,16.46,Fast Moving,Profit
558,Food & Beverage,Dairy,South,Autumn,1770.33,1430.83,132,12.0,0.09,212652.04,188869.56,23782.48,11.18,Fast Moving,Profit
559,Food & Beverage,Packaged Foods,North,Summer,389.31,203.94,122,35.0,0.25,35621.87,24880.68,10741.19,30.15,Fast Moving,Profit
560,Electronics,Laptops,West,Summer,1367.48,1134.95,110,65.0,0.18,123346.7,124844.5,-1497.8,-1.21,Slow Moving,Loss
561,Food & Beverage,Beverages,North,Spring,1171.37,709.91,70,9.0,0.22,63956.8,49693.7,14263.1,22.3,Fast Moving,Profit
562,Electronics,Accessories,East,Summer,220.65,176.35,104,74.0,0.2,18358.08,18340.4,17.68,0.1,Slow Moving,Profit
563,Electronics,Cameras,West,Summer,1125.55,930.9,61,55.0,0.02,67285.38,56784.9,10500.48,15.61,Fast Moving,Profit
564,Clothing,Mens Wear,West,Autumn,1961.33,1051.03,73,33.0,0.27,104519.28,76725.19,27794.09,26.592309093594977,Fast Moving,Profit
565,Electronics,Mobile Phones,North,Winter,74.56,53.2,108,25.0,0.28,5797.79,5745.6,52.19,0.9,Fast Moving,Profit
566,Furniture,Office Chairs,East,Autumn,1566.28,855.23,162,101.0,0.15,248662.61,138547.26,110115.35,44.28,Slow Moving,Profit
567,Sports,Supplements,North,Winter,1051.94,565.21,101,16.0,0.17,88184.13,57086.21,31097.92,35.26,Fast Moving,Profit
568,Furniture,Tables,North,Autumn,1643.19,1053.19,8,103.0,0.05,12488.24,8425.52,4062.72,32.53,Slow Moving,Profit
569,Sports,Gym Equipment,North,Summer,426.03,206.15,81,58.0,0.17,28642.0,16698.15,11943.85,41.7,Fast Moving,Profit
570,Food & Beverage,Beverages,East,Winter,1618.73,1261.72,27,10.0,0.23,33653.4,34066.44,-413.04,-1.23,Fast Moving,Loss
571,Electronics,Cameras,West,Summer,1361.61,654.43,151,49.0,0.14,176818.67,98818.93,77999.74,44.11,Fast Moving,Profit
572,Sports,Supplements,South,Summer,1311.78,915.22,132,45.0,0.17,143718.62,120809.04,22909.58,15.94,Fast Moving,Profit
573,Food & Beverage,Beverages,South,Spring,455.73,248.67,143,27.0,0.2,52135.51,35559.81,16575.7,31.793493532527062,Fast Moving,Profit
574,Sports,Gym Equipment,East,Autumn,470.65,340.06,122,44.0,0.25,43064.47,41487.32,1577.15,3.66,Fast Moving,Profit
575,Clothing,Footwear,West,Spring,881.97,714.13,50,24.0,0.12,38806.68,35706.5,3100.18,7.99,Fast Moving,Profit
576,Food & Beverage,Beverages,North,Winter,441.74,249.67,40,1.0,0.05,16786.12,9986.8,6799.32,40.51,Fast Moving,Profit
577,Food & Beverage,Packaged Foods,South,Winter,844.17,436.67,194,1.0,0.15,139203.63,84713.98,54489.65,39.14,Fast Moving,Profit
578,Furniture,Shelving,East,Spring,632.97,496.63,71,96.0,0.28,32357.43,35260.73,-2903.3,-8.97,Slow Moving,Loss
579,Sports,Apparel,East,Summer,640.01,361.14,30,49.0,0.2,15360.24,10834.2,4526.04,29.47,Fast Moving,Profit
580,Clothing,Kids Wear,West,Summer,1650.7,839.5,197,62.0,0.0,325187.9,165381.5,159806.4,49.14,Slow Moving,Profit
581,Food & Beverage,Beverages,West,Winter,1538.58,1000.37,106,13.0,0.15,138626.06,106039.22,32586.84,23.51,Fast Moving,Profit
582,Clothing,Mens Wear,South,Winter,438.26,352.25,191,54.0,0.08,77011.05,67279.75,9731.3,12.64,Fast Moving,Profit
583,Furniture,Shelving,East,Spring,1396.42,809.56,81,72.0,0.2,90488.02,65574.36,24913.66,27.53,Slow Moving,Profit
584,Clothing,Womens Wear,East,Summer,273.49,164.89,11,55.0,0.14,2587.22,1813.79,773.43,29.89,Fast Moving,Profit
585,Furniture,Tables,East,Spring,1211.02,864.43,18,98.0,0.07,20272.47,15559.74,4712.73,23.25,Slow Moving,Profit
586,Food & Beverage,Dairy,West,Winter,1834.71,1395.33,112,1.0,0.13,178774.14,156276.96,22497.18,12.58,Fast Moving,Profit
587,Furniture,Tables,South,Summer,177.41,107.73,119,80.0,0.02,20689.55,12819.87,7869.68,38.04,Slow Moving,Profit
588,Furniture,Shelving,East,Spring,1671.54,1403.89,192,70.0,0.08,295260.83,269546.88,25713.95,8.71,Slow Moving,Profit
589,Electronics,Mobile Phones,West,Spring,845.06,397.39,75,56.0,0.15,46900.83,29804.25,17096.58,36.45,Fast Moving,Profit
590,Food & Beverage,Packaged Foods,South,Spring,1576.87,902.87,48,14.0,0.21,59794.91,43337.76,16457.15,27.52,Fast Moving,Profit
591,Food & Beverage,Snacks,West,Autumn,22.45,10.66,155,1.0,0.27,2540.22,1652.3,887.92,34.95,Fast Moving,Profit
592,Food & Beverage,Dairy,East,Summer,396.95,193.43,141,33.0,0.25,41977.46,27273.63,14703.83,35.027917363270674,Fast Moving,Profit
593,Sports,Gym Equipment,East,Spring,641.93,355.47,8,5.0,0.26,3800.23,2843.76,956.47,25.17,Fast Moving,Profit
594,Food & Beverage,Packaged Foods,South,Summer,1328.96,1060.85,125,2.0,0.13,144524.4,132606.25,11918.15,8.25,Fast Moving,Profit
595,Electronics,Cameras,East,Winter,1390.67,933.29,106,46.0,0.27,107610.04,98928.74,8681.3,8.067369921988691,Fast Moving,Profit
596,Sports,Supplements,North,Summer,699.65,428.95,16,25.0,0.05,10634.68,6863.2,3771.48,35.46,Fast Moving,Profit
597,Electronics,Accessories,South,Spring,681.69,525.68,171,33.0,0.27,85095.36,89891.28,-4795.92,-5.64,Fast Moving,Loss
598,Sports,Supplements,East,Winter,253.0,125.1,38,44.0,0.07,8941.02,4753.8,4187.22,46.83,Fast Moving,Profit
599,Food & Beverage,Dairy,East,Spring,290.8,194.32,50,1.0,0.22,11341.2,9716.0,1625.2,14.33,Fast Moving,Profit
600,Clothing,Mens Wear,South,Summer,79.53,67.27,77,23.0,0.3,4286.67,5179.79,-893.12,-20.83,Fast Moving,Loss
601,Furniture,Tables,East,Autumn,243.39,125.98,159,107.0,0.26,28637.27,20030.82,8606.45,30.05,Slow Moving,Profit
602,Sports,Apparel,East,Spring,1538.33,959.53,138,81.0,0.13,184691.9,132415.14,52276.76,28.3,Slow Moving,Profit
603,Sports,Gym Equipment,West,Winter,1293.27,594.15,159,44.0,0.17,170672.84,94469.85,76202.99,44.65,Fast Moving,Profit
604,Electronics,Accessories,East,Summer,1051.97,580.09,92,44.0,0.06,90974.37,53368.28,37606.09,41.34,Fast Moving,Profit
605,Food & Beverage,Dairy,West,Spring,1533.07,845.04,24,1.0,0.09,33482.25,20280.96,13201.29,39.43,Fast Moving,Profit
606,Sports,Outdoor Gear,East,Autumn,1695.31,982.83,27,44.0,0.18,37534.16,26536.41,10997.75,29.3,Fast Moving,Profit
607,Electronics,Mobile Phones,North,Winter,20.76,9.35,84,78.0,0.07,1621.77,785.4,836.37,51.57,Slow Moving,Profit
